interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2019-10-12T01:40:00-07:00,2019-10-12 08:40:00+00:00,2019-10-12T01:45:00-07:00,2019-10-12 08:45:00+00:00,20464
2019-10-12T01:45:00-07:00,2019-10-12 08:45:00+00:00,2019-10-12T01:50:00-07:00,2019-10-12 08:50:00+00:00,20413
2019-10-12T01:50:00-07:00,2019-10-12 08:50:00+00:00,2019-10-12T01:55:00-07:00,2019-10-12 08:55:00+00:00,20338
2019-10-12T01:55:00-07:00,2019-10-12 08:55:00+00:00,2019-10-12T02:00:00-07:00,2019-10-12 09:00:00+00:00,20286
2019-10-12T02:00:00-07:00,2019-10-12 09:00:00+00:00,2019-10-12T02:05:00-07:00,2019-10-12 09:05:00+00:00,20209
2019-10-12T02:05:00-07:00,2019-10-12 09:05:00+00:00,2019-10-12T02:10:00-07:00,2019-10-12 09:10:00+00:00,20141
2019-10-12T02:10:00-07:00,2019-10-12 09:10:00+00:00,2019-10-12T02:15:00-07:00,2019-10-12 09:15:00+00:00,20095
2019-10-12T02:15:00-07:00,2019-10-12 09:15:00+00:00,2019-10-12T02:20:00-07:00,2019-10-12 09:20:00+00:00,20071
2019-10-12T02:20:00-07:00,2019-10-12 09:20:00+00:00,2019-10-12T02:25:00-07:00,2019-10-12 09:25:00+00:00,20015
2019-10-12T02:25:00-07:00,2019-10-12 09:25:00+00:00,2019-10-12T02:30:00-07:00,2019-10-12 09:30:00+00:00,19948
2019-10-12T02:30:00-07:00,2019-10-12 09:30:00+00:00,2019-10-12T02:35:00-07:00,2019-10-12 09:35:00+00:00,19878
2019-10-12T02:35:00-07:00,2019-10-12 09:35:00+00:00,2019-10-12T02:40:00-07:00,2019-10-12 09:40:00+00:00,19846
2019-10-12T02:40:00-07:00,2019-10-12 09:40:00+00:00,2019-10-12T02:45:00-07:00,2019-10-12 09:45:00+00:00,19800
2019-10-12T02:45:00-07:00,2019-10-12 09:45:00+00:00,2019-10-12T02:50:00-07:00,2019-10-12 09:50:00+00:00,19779
2019-10-12T02:50:00-07:00,2019-10-12 09:50:00+00:00,2019-10-12T02:55:00-07:00,2019-10-12 09:55:00+00:00,19722
2019-10-12T02:55:00-07:00,2019-10-12 09:55:00+00:00,2019-10-12T03:00:00-07:00,2019-10-12 10:00:00+00:00,19697
2019-10-12T03:00:00-07:00,2019-10-12 10:00:00+00:00,2019-10-12T03:05:00-07:00,2019-10-12 10:05:00+00:00,19648
2019-10-12T03:05:00-07:00,2019-10-12 10:05:00+00:00,2019-10-12T03:10:00-07:00,2019-10-12 10:10:00+00:00,19668
2019-10-12T03:10:00-07:00,2019-10-12 10:10:00+00:00,2019-10-12T03:15:00-07:00,2019-10-12 10:15:00+00:00,19700
2019-10-12T03:15:00-07:00,2019-10-12 10:15:00+00:00,2019-10-12T03:20:00-07:00,2019-10-12 10:20:00+00:00,19639
2019-10-12T03:20:00-07:00,2019-10-12 10:20:00+00:00,2019-10-12T03:25:00-07:00,2019-10-12 10:25:00+00:00,19618
2019-10-12T03:25:00-07:00,2019-10-12 10:25:00+00:00,2019-10-12T03:30:00-07:00,2019-10-12 10:30:00+00:00,19584
2019-10-12T03:30:00-07:00,2019-10-12 10:30:00+00:00,2019-10-12T03:35:00-07:00,2019-10-12 10:35:00+00:00,19569
2019-10-12T03:35:00-07:00,2019-10-12 10:35:00+00:00,2019-10-12T03:40:00-07:00,2019-10-12 10:40:00+00:00,19561
2019-10-12T03:40:00-07:00,2019-10-12 10:40:00+00:00,2019-10-12T03:45:00-07:00,2019-10-12 10:45:00+00:00,19554
2019-10-12T03:45:00-07:00,2019-10-12 10:45:00+00:00,2019-10-12T03:50:00-07:00,2019-10-12 10:50:00+00:00,19514
2019-10-12T03:50:00-07:00,2019-10-12 10:50:00+00:00,2019-10-12T03:55:00-07:00,2019-10-12 10:55:00+00:00,19500
2019-10-12T03:55:00-07:00,2019-10-12 10:55:00+00:00,2019-10-12T04:00:00-07:00,2019-10-12 11:00:00+00:00,19503
2019-10-12T04:00:00-07:00,2019-10-12 11:00:00+00:00,2019-10-12T04:05:00-07:00,2019-10-12 11:05:00+00:00,19511
2019-10-12T04:05:00-07:00,2019-10-12 11:05:00+00:00,2019-10-12T04:10:00-07:00,2019-10-12 11:10:00+00:00,19542
2019-10-12T04:10:00-07:00,2019-10-12 11:10:00+00:00,2019-10-12T04:15:00-07:00,2019-10-12 11:15:00+00:00,19573
2019-10-12T04:15:00-07:00,2019-10-12 11:15:00+00:00,2019-10-12T04:20:00-07:00,2019-10-12 11:20:00+00:00,19596
2019-10-12T04:20:00-07:00,2019-10-12 11:20:00+00:00,2019-10-12T04:25:00-07:00,2019-10-12 11:25:00+00:00,19609
2019-10-12T04:25:00-07:00,2019-10-12 11:25:00+00:00,2019-10-12T04:30:00-07:00,2019-10-12 11:30:00+00:00,19630
2019-10-12T04:30:00-07:00,2019-10-12 11:30:00+00:00,2019-10-12T04:35:00-07:00,2019-10-12 11:35:00+00:00,19661
2019-10-12T04:35:00-07:00,2019-10-12 11:35:00+00:00,2019-10-12T04:40:00-07:00,2019-10-12 11:40:00+00:00,19654
2019-10-12T04:40:00-07:00,2019-10-12 11:40:00+00:00,2019-10-12T04:45:00-07:00,2019-10-12 11:45:00+00:00,19675
2019-10-12T04:45:00-07:00,2019-10-12 11:45:00+00:00,2019-10-12T04:50:00-07:00,2019-10-12 11:50:00+00:00,19692
2019-10-12T04:50:00-07:00,2019-10-12 11:50:00+00:00,2019-10-12T04:55:00-07:00,2019-10-12 11:55:00+00:00,19687
2019-10-12T04:55:00-07:00,2019-10-12 11:55:00+00:00,2019-10-12T05:00:00-07:00,2019-10-12 12:00:00+00:00,19707
2019-10-12T05:00:00-07:00,2019-10-12 12:00:00+00:00,2019-10-12T05:05:00-07:00,2019-10-12 12:05:00+00:00,19742
2019-10-12T05:05:00-07:00,2019-10-12 12:05:00+00:00,2019-10-12T05:10:00-07:00,2019-10-12 12:10:00+00:00,19852
2019-10-12T05:10:00-07:00,2019-10-12 12:10:00+00:00,2019-10-12T05:15:00-07:00,2019-10-12 12:15:00+00:00,19935
2019-10-12T05:15:00-07:00,2019-10-12 12:15:00+00:00,2019-10-12T05:20:00-07:00,2019-10-12 12:20:00+00:00,19972
2019-10-12T05:20:00-07:00,2019-10-12 12:20:00+00:00,2019-10-12T05:25:00-07:00,2019-10-12 12:25:00+00:00,19993
2019-10-12T05:25:00-07:00,2019-10-12 12:25:00+00:00,2019-10-12T05:30:00-07:00,2019-10-12 12:30:00+00:00,20036
2019-10-12T05:30:00-07:00,2019-10-12 12:30:00+00:00,2019-10-12T05:35:00-07:00,2019-10-12 12:35:00+00:00,20058
2019-10-12T05:35:00-07:00,2019-10-12 12:35:00+00:00,2019-10-12T05:40:00-07:00,2019-10-12 12:40:00+00:00,20140
2019-10-12T05:40:00-07:00,2019-10-12 12:40:00+00:00,2019-10-12T05:45:00-07:00,2019-10-12 12:45:00+00:00,20188
2019-10-12T05:45:00-07:00,2019-10-12 12:45:00+00:00,2019-10-12T05:50:00-07:00,2019-10-12 12:50:00+00:00,20230
2019-10-12T05:50:00-07:00,2019-10-12 12:50:00+00:00,2019-10-12T05:55:00-07:00,2019-10-12 12:55:00+00:00,20259
2019-10-12T05:55:00-07:00,2019-10-12 12:55:00+00:00,2019-10-12T06:00:00-07:00,2019-10-12 13:00:00+00:00,20340
2019-10-12T06:00:00-07:00,2019-10-12 13:00:00+00:00,2019-10-12T06:05:00-07:00,2019-10-12 13:05:00+00:00,20405
2019-10-12T06:05:00-07:00,2019-10-12 13:05:00+00:00,2019-10-12T06:10:00-07:00,2019-10-12 13:10:00+00:00,20568
2019-10-12T06:10:00-07:00,2019-10-12 13:10:00+00:00,2019-10-12T06:15:00-07:00,2019-10-12 13:15:00+00:00,20752
2019-10-12T06:15:00-07:00,2019-10-12 13:15:00+00:00,2019-10-12T06:20:00-07:00,2019-10-12 13:20:00+00:00,20876
2019-10-12T06:20:00-07:00,2019-10-12 13:20:00+00:00,2019-10-12T06:25:00-07:00,2019-10-12 13:25:00+00:00,20938
2019-10-12T06:25:00-07:00,2019-10-12 13:25:00+00:00,2019-10-12T06:30:00-07:00,2019-10-12 13:30:00+00:00,20995
2019-10-12T06:30:00-07:00,2019-10-12 13:30:00+00:00,2019-10-12T06:35:00-07:00,2019-10-12 13:35:00+00:00,21049
2019-10-12T06:35:00-07:00,2019-10-12 13:35:00+00:00,2019-10-12T06:40:00-07:00,2019-10-12 13:40:00+00:00,21129
2019-10-12T06:40:00-07:00,2019-10-12 13:40:00+00:00,2019-10-12T06:45:00-07:00,2019-10-12 13:45:00+00:00,21198
2019-10-12T06:45:00-07:00,2019-10-12 13:45:00+00:00,2019-10-12T06:50:00-07:00,2019-10-12 13:50:00+00:00,21226
2019-10-12T06:50:00-07:00,2019-10-12 13:50:00+00:00,2019-10-12T06:55:00-07:00,2019-10-12 13:55:00+00:00,21234
2019-10-12T06:55:00-07:00,2019-10-12 13:55:00+00:00,2019-10-12T07:00:00-07:00,2019-10-12 14:00:00+00:00,21219
2019-10-12T07:00:00-07:00,2019-10-12 14:00:00+00:00,2019-10-12T07:05:00-07:00,2019-10-12 14:05:00+00:00,21201
2019-10-12T07:05:00-07:00,2019-10-12 14:05:00+00:00,2019-10-12T07:10:00-07:00,2019-10-12 14:10:00+00:00,21303
2019-10-12T07:10:00-07:00,2019-10-12 14:10:00+00:00,2019-10-12T07:15:00-07:00,2019-10-12 14:15:00+00:00,21351
2019-10-12T07:15:00-07:00,2019-10-12 14:15:00+00:00,2019-10-12T07:20:00-07:00,2019-10-12 14:20:00+00:00,21366
2019-10-12T07:20:00-07:00,2019-10-12 14:20:00+00:00,2019-10-12T07:25:00-07:00,2019-10-12 14:25:00+00:00,21363
2019-10-12T07:25:00-07:00,2019-10-12 14:25:00+00:00,2019-10-12T07:30:00-07:00,2019-10-12 14:30:00+00:00,21400
2019-10-12T07:30:00-07:00,2019-10-12 14:30:00+00:00,2019-10-12T07:35:00-07:00,2019-10-12 14:35:00+00:00,21418
2019-10-12T07:35:00-07:00,2019-10-12 14:35:00+00:00,2019-10-12T07:40:00-07:00,2019-10-12 14:40:00+00:00,21435
2019-10-12T07:40:00-07:00,2019-10-12 14:40:00+00:00,2019-10-12T07:45:00-07:00,2019-10-12 14:45:00+00:00,21466
2019-10-12T07:45:00-07:00,2019-10-12 14:45:00+00:00,2019-10-12T07:50:00-07:00,2019-10-12 14:50:00+00:00,21488
2019-10-12T07:50:00-07:00,2019-10-12 14:50:00+00:00,2019-10-12T07:55:00-07:00,2019-10-12 14:55:00+00:00,21402
2019-10-12T07:55:00-07:00,2019-10-12 14:55:00+00:00,2019-10-12T08:00:00-07:00,2019-10-12 15:00:00+00:00,21431
2019-10-12T08:00:00-07:00,2019-10-12 15:00:00+00:00,2019-10-12T08:05:00-07:00,2019-10-12 15:05:00+00:00,21441
2019-10-12T08:05:00-07:00,2019-10-12 15:05:00+00:00,2019-10-12T08:10:00-07:00,2019-10-12 15:10:00+00:00,21532
2019-10-12T08:10:00-07:00,2019-10-12 15:10:00+00:00,2019-10-12T08:15:00-07:00,2019-10-12 15:15:00+00:00,21618
2019-10-12T08:15:00-07:00,2019-10-12 15:15:00+00:00,2019-10-12T08:20:00-07:00,2019-10-12 15:20:00+00:00,21628
2019-10-12T08:20:00-07:00,2019-10-12 15:20:00+00:00,2019-10-12T08:25:00-07:00,2019-10-12 15:25:00+00:00,21629
2019-10-12T08:25:00-07:00,2019-10-12 15:25:00+00:00,2019-10-12T08:30:00-07:00,2019-10-12 15:30:00+00:00,21572
2019-10-12T08:30:00-07:00,2019-10-12 15:30:00+00:00,2019-10-12T08:35:00-07:00,2019-10-12 15:35:00+00:00,21560
2019-10-12T08:35:00-07:00,2019-10-12 15:35:00+00:00,2019-10-12T08:40:00-07:00,2019-10-12 15:40:00+00:00,21552
2019-10-12T08:40:00-07:00,2019-10-12 15:40:00+00:00,2019-10-12T08:45:00-07:00,2019-10-12 15:45:00+00:00,21563
2019-10-12T08:45:00-07:00,2019-10-12 15:45:00+00:00,2019-10-12T08:50:00-07:00,2019-10-12 15:50:00+00:00,21544
2019-10-12T08:50:00-07:00,2019-10-12 15:50:00+00:00,2019-10-12T08:55:00-07:00,2019-10-12 15:55:00+00:00,21515
2019-10-12T08:55:00-07:00,2019-10-12 15:55:00+00:00,2019-10-12T09:00:00-07:00,2019-10-12 16:00:00+00:00,21531
2019-10-12T09:00:00-07:00,2019-10-12 16:00:00+00:00,2019-10-12T09:05:00-07:00,2019-10-12 16:05:00+00:00,21483
2019-10-12T09:05:00-07:00,2019-10-12 16:05:00+00:00,2019-10-12T09:10:00-07:00,2019-10-12 16:10:00+00:00,21487
2019-10-12T09:10:00-07:00,2019-10-12 16:10:00+00:00,2019-10-12T09:15:00-07:00,2019-10-12 16:15:00+00:00,21451
2019-10-12T09:15:00-07:00,2019-10-12 16:15:00+00:00,2019-10-12T09:20:00-07:00,2019-10-12 16:20:00+00:00,21440
2019-10-12T09:20:00-07:00,2019-10-12 16:20:00+00:00,2019-10-12T09:25:00-07:00,2019-10-12 16:25:00+00:00,21397
2019-10-12T09:25:00-07:00,2019-10-12 16:25:00+00:00,2019-10-12T09:30:00-07:00,2019-10-12 16:30:00+00:00,21327
2019-10-12T09:30:00-07:00,2019-10-12 16:30:00+00:00,2019-10-12T09:35:00-07:00,2019-10-12 16:35:00+00:00,21317
2019-10-12T09:35:00-07:00,2019-10-12 16:35:00+00:00,2019-10-12T09:40:00-07:00,2019-10-12 16:40:00+00:00,21253
2019-10-12T09:40:00-07:00,2019-10-12 16:40:00+00:00,2019-10-12T09:45:00-07:00,2019-10-12 16:45:00+00:00,21225
2019-10-12T09:45:00-07:00,2019-10-12 16:45:00+00:00,2019-10-12T09:50:00-07:00,2019-10-12 16:50:00+00:00,21211
2019-10-12T09:50:00-07:00,2019-10-12 16:50:00+00:00,2019-10-12T09:55:00-07:00,2019-10-12 16:55:00+00:00,21145
2019-10-12T09:55:00-07:00,2019-10-12 16:55:00+00:00,2019-10-12T10:00:00-07:00,2019-10-12 17:00:00+00:00,21147
2019-10-12T10:00:00-07:00,2019-10-12 17:00:00+00:00,2019-10-12T10:05:00-07:00,2019-10-12 17:05:00+00:00,21056
2019-10-12T10:05:00-07:00,2019-10-12 17:05:00+00:00,2019-10-12T10:10:00-07:00,2019-10-12 17:10:00+00:00,21027
2019-10-12T10:10:00-07:00,2019-10-12 17:10:00+00:00,2019-10-12T10:15:00-07:00,2019-10-12 17:15:00+00:00,21026
2019-10-12T10:15:00-07:00,2019-10-12 17:15:00+00:00,2019-10-12T10:20:00-07:00,2019-10-12 17:20:00+00:00,20995
2019-10-12T10:20:00-07:00,2019-10-12 17:20:00+00:00,2019-10-12T10:25:00-07:00,2019-10-12 17:25:00+00:00,20955
2019-10-12T10:25:00-07:00,2019-10-12 17:25:00+00:00,2019-10-12T10:30:00-07:00,2019-10-12 17:30:00+00:00,20948
2019-10-12T10:30:00-07:00,2019-10-12 17:30:00+00:00,2019-10-12T10:35:00-07:00,2019-10-12 17:35:00+00:00,20951
2019-10-12T10:35:00-07:00,2019-10-12 17:35:00+00:00,2019-10-12T10:40:00-07:00,2019-10-12 17:40:00+00:00,20896
2019-10-12T10:40:00-07:00,2019-10-12 17:40:00+00:00,2019-10-12T10:45:00-07:00,2019-10-12 17:45:00+00:00,20885
2019-10-12T10:45:00-07:00,2019-10-12 17:45:00+00:00,2019-10-12T10:50:00-07:00,2019-10-12 17:50:00+00:00,20863
2019-10-12T10:50:00-07:00,2019-10-12 17:50:00+00:00,2019-10-12T10:55:00-07:00,2019-10-12 17:55:00+00:00,20837
2019-10-12T10:55:00-07:00,2019-10-12 17:55:00+00:00,2019-10-12T11:00:00-07:00,2019-10-12 18:00:00+00:00,20789
2019-10-12T11:00:00-07:00,2019-10-12 18:00:00+00:00,2019-10-12T11:05:00-07:00,2019-10-12 18:05:00+00:00,20759
2019-10-12T11:05:00-07:00,2019-10-12 18:05:00+00:00,2019-10-12T11:10:00-07:00,2019-10-12 18:10:00+00:00,20701
2019-10-12T11:10:00-07:00,2019-10-12 18:10:00+00:00,2019-10-12T11:15:00-07:00,2019-10-12 18:15:00+00:00,20686
2019-10-12T11:15:00-07:00,2019-10-12 18:15:00+00:00,2019-10-12T11:20:00-07:00,2019-10-12 18:20:00+00:00,20705
2019-10-12T11:20:00-07:00,2019-10-12 18:20:00+00:00,2019-10-12T11:25:00-07:00,2019-10-12 18:25:00+00:00,20705
2019-10-12T11:25:00-07:00,2019-10-12 18:25:00+00:00,2019-10-12T11:30:00-07:00,2019-10-12 18:30:00+00:00,20701
2019-10-12T11:30:00-07:00,2019-10-12 18:30:00+00:00,2019-10-12T11:35:00-07:00,2019-10-12 18:35:00+00:00,20677
2019-10-12T11:35:00-07:00,2019-10-12 18:35:00+00:00,2019-10-12T11:40:00-07:00,2019-10-12 18:40:00+00:00,20665
2019-10-12T11:40:00-07:00,2019-10-12 18:40:00+00:00,2019-10-12T11:45:00-07:00,2019-10-12 18:45:00+00:00,20664
2019-10-12T11:45:00-07:00,2019-10-12 18:45:00+00:00,2019-10-12T11:50:00-07:00,2019-10-12 18:50:00+00:00,20686
2019-10-12T11:50:00-07:00,2019-10-12 18:50:00+00:00,2019-10-12T11:55:00-07:00,2019-10-12 18:55:00+00:00,20670
2019-10-12T11:55:00-07:00,2019-10-12 18:55:00+00:00,2019-10-12T12:00:00-07:00,2019-10-12 19:00:00+00:00,20660
2019-10-12T12:00:00-07:00,2019-10-12 19:00:00+00:00,2019-10-12T12:05:00-07:00,2019-10-12 19:05:00+00:00,20658
2019-10-12T12:05:00-07:00,2019-10-12 19:05:00+00:00,2019-10-12T12:10:00-07:00,2019-10-12 19:10:00+00:00,20639
2019-10-12T12:10:00-07:00,2019-10-12 19:10:00+00:00,2019-10-12T12:15:00-07:00,2019-10-12 19:15:00+00:00,20648
2019-10-12T12:15:00-07:00,2019-10-12 19:15:00+00:00,2019-10-12T12:20:00-07:00,2019-10-12 19:20:00+00:00,20667
2019-10-12T12:20:00-07:00,2019-10-12 19:20:00+00:00,2019-10-12T12:25:00-07:00,2019-10-12 19:25:00+00:00,20674
2019-10-12T12:25:00-07:00,2019-10-12 19:25:00+00:00,2019-10-12T12:30:00-07:00,2019-10-12 19:30:00+00:00,20706
2019-10-12T12:30:00-07:00,2019-10-12 19:30:00+00:00,2019-10-12T12:35:00-07:00,2019-10-12 19:35:00+00:00,20740
2019-10-12T12:35:00-07:00,2019-10-12 19:35:00+00:00,2019-10-12T12:40:00-07:00,2019-10-12 19:40:00+00:00,20773
2019-10-12T12:40:00-07:00,2019-10-12 19:40:00+00:00,2019-10-12T12:45:00-07:00,2019-10-12 19:45:00+00:00,20805
2019-10-12T12:45:00-07:00,2019-10-12 19:45:00+00:00,2019-10-12T12:50:00-07:00,2019-10-12 19:50:00+00:00,20851
2019-10-12T12:50:00-07:00,2019-10-12 19:50:00+00:00,2019-10-12T12:55:00-07:00,2019-10-12 19:55:00+00:00,20877
2019-10-12T12:55:00-07:00,2019-10-12 19:55:00+00:00,2019-10-12T13:00:00-07:00,2019-10-12 20:00:00+00:00,20924
2019-10-12T13:00:00-07:00,2019-10-12 20:00:00+00:00,2019-10-12T13:05:00-07:00,2019-10-12 20:05:00+00:00,20975
2019-10-12T13:05:00-07:00,2019-10-12 20:05:00+00:00,2019-10-12T13:10:00-07:00,2019-10-12 20:10:00+00:00,21002
2019-10-12T13:10:00-07:00,2019-10-12 20:10:00+00:00,2019-10-12T13:15:00-07:00,2019-10-12 20:15:00+00:00,21019
2019-10-12T13:15:00-07:00,2019-10-12 20:15:00+00:00,2019-10-12T13:20:00-07:00,2019-10-12 20:20:00+00:00,21035
2019-10-12T13:20:00-07:00,2019-10-12 20:20:00+00:00,2019-10-12T13:25:00-07:00,2019-10-12 20:25:00+00:00,21107
2019-10-12T13:25:00-07:00,2019-10-12 20:25:00+00:00,2019-10-12T13:30:00-07:00,2019-10-12 20:30:00+00:00,21173
2019-10-12T13:30:00-07:00,2019-10-12 20:30:00+00:00,2019-10-12T13:35:00-07:00,2019-10-12 20:35:00+00:00,21189
2019-10-12T13:35:00-07:00,2019-10-12 20:35:00+00:00,2019-10-12T13:40:00-07:00,2019-10-12 20:40:00+00:00,21220
2019-10-12T13:40:00-07:00,2019-10-12 20:40:00+00:00,2019-10-12T13:45:00-07:00,2019-10-12 20:45:00+00:00,21297
2019-10-12T13:45:00-07:00,2019-10-12 20:45:00+00:00,2019-10-12T13:50:00-07:00,2019-10-12 20:50:00+00:00,21375
2019-10-12T13:50:00-07:00,2019-10-12 20:50:00+00:00,2019-10-12T13:55:00-07:00,2019-10-12 20:55:00+00:00,21439
2019-10-12T13:55:00-07:00,2019-10-12 20:55:00+00:00,2019-10-12T14:00:00-07:00,2019-10-12 21:00:00+00:00,21494
2019-10-12T14:00:00-07:00,2019-10-12 21:00:00+00:00,2019-10-12T14:05:00-07:00,2019-10-12 21:05:00+00:00,21541
2019-10-12T14:05:00-07:00,2019-10-12 21:05:00+00:00,2019-10-12T14:10:00-07:00,2019-10-12 21:10:00+00:00,21558
2019-10-12T14:10:00-07:00,2019-10-12 21:10:00+00:00,2019-10-12T14:15:00-07:00,2019-10-12 21:15:00+00:00,21618
2019-10-12T14:15:00-07:00,2019-10-12 21:15:00+00:00,2019-10-12T14:20:00-07:00,2019-10-12 21:20:00+00:00,21693
2019-10-12T14:20:00-07:00,2019-10-12 21:20:00+00:00,2019-10-12T14:25:00-07:00,2019-10-12 21:25:00+00:00,21797
2019-10-12T14:25:00-07:00,2019-10-12 21:25:00+00:00,2019-10-12T14:30:00-07:00,2019-10-12 21:30:00+00:00,21925
2019-10-12T14:30:00-07:00,2019-10-12 21:30:00+00:00,2019-10-12T14:35:00-07:00,2019-10-12 21:35:00+00:00,22014
2019-10-12T14:35:00-07:00,2019-10-12 21:35:00+00:00,2019-10-12T14:40:00-07:00,2019-10-12 21:40:00+00:00,22104
2019-10-12T14:40:00-07:00,2019-10-12 21:40:00+00:00,2019-10-12T14:45:00-07:00,2019-10-12 21:45:00+00:00,22201
2019-10-12T14:45:00-07:00,2019-10-12 21:45:00+00:00,2019-10-12T14:50:00-07:00,2019-10-12 21:50:00+00:00,22288
2019-10-12T14:50:00-07:00,2019-10-12 21:50:00+00:00,2019-10-12T14:55:00-07:00,2019-10-12 21:55:00+00:00,22367
2019-10-12T14:55:00-07:00,2019-10-12 21:55:00+00:00,2019-10-12T15:00:00-07:00,2019-10-12 22:00:00+00:00,22484
2019-10-12T15:00:00-07:00,2019-10-12 22:00:00+00:00,2019-10-12T15:05:00-07:00,2019-10-12 22:05:00+00:00,22571
2019-10-12T15:05:00-07:00,2019-10-12 22:05:00+00:00,2019-10-12T15:10:00-07:00,2019-10-12 22:10:00+00:00,22689
2019-10-12T15:10:00-07:00,2019-10-12 22:10:00+00:00,2019-10-12T15:15:00-07:00,2019-10-12 22:15:00+00:00,22781
2019-10-12T15:15:00-07:00,2019-10-12 22:15:00+00:00,2019-10-12T15:20:00-07:00,2019-10-12 22:20:00+00:00,22872
2019-10-12T15:20:00-07:00,2019-10-12 22:20:00+00:00,2019-10-12T15:25:00-07:00,2019-10-12 22:25:00+00:00,22946
2019-10-12T15:25:00-07:00,2019-10-12 22:25:00+00:00,2019-10-12T15:30:00-07:00,2019-10-12 22:30:00+00:00,23045
2019-10-12T15:30:00-07:00,2019-10-12 22:30:00+00:00,2019-10-12T15:35:00-07:00,2019-10-12 22:35:00+00:00,23158
2019-10-12T15:35:00-07:00,2019-10-12 22:35:00+00:00,2019-10-12T15:40:00-07:00,2019-10-12 22:40:00+00:00,23286
2019-10-12T15:40:00-07:00,2019-10-12 22:40:00+00:00,2019-10-12T15:45:00-07:00,2019-10-12 22:45:00+00:00,23409
2019-10-12T15:45:00-07:00,2019-10-12 22:45:00+00:00,2019-10-12T15:50:00-07:00,2019-10-12 22:50:00+00:00,23528
2019-10-12T15:50:00-07:00,2019-10-12 22:50:00+00:00,2019-10-12T15:55:00-07:00,2019-10-12 22:55:00+00:00,23621
2019-10-12T15:55:00-07:00,2019-10-12 22:55:00+00:00,2019-10-12T16:00:00-07:00,2019-10-12 23:00:00+00:00,23742
2019-10-12T16:00:00-07:00,2019-10-12 23:00:00+00:00,2019-10-12T16:05:00-07:00,2019-10-12 23:05:00+00:00,23867
2019-10-12T16:05:00-07:00,2019-10-12 23:05:00+00:00,2019-10-12T16:10:00-07:00,2019-10-12 23:10:00+00:00,23906
2019-10-12T16:10:00-07:00,2019-10-12 23:10:00+00:00,2019-10-12T16:15:00-07:00,2019-10-12 23:15:00+00:00,23953
2019-10-12T16:15:00-07:00,2019-10-12 23:15:00+00:00,2019-10-12T16:20:00-07:00,2019-10-12 23:20:00+00:00,24108
2019-10-12T16:20:00-07:00,2019-10-12 23:20:00+00:00,2019-10-12T16:25:00-07:00,2019-10-12 23:25:00+00:00,24196
2019-10-12T16:25:00-07:00,2019-10-12 23:25:00+00:00,2019-10-12T16:30:00-07:00,2019-10-12 23:30:00+00:00,24314
2019-10-12T16:30:00-07:00,2019-10-12 23:30:00+00:00,2019-10-12T16:35:00-07:00,2019-10-12 23:35:00+00:00,24414
2019-10-12T16:35:00-07:00,2019-10-12 23:35:00+00:00,2019-10-12T16:40:00-07:00,2019-10-12 23:40:00+00:00,24483
2019-10-12T16:40:00-07:00,2019-10-12 23:40:00+00:00,2019-10-12T16:45:00-07:00,2019-10-12 23:45:00+00:00,24615
2019-10-12T16:45:00-07:00,2019-10-12 23:45:00+00:00,2019-10-12T16:50:00-07:00,2019-10-12 23:50:00+00:00,24701
2019-10-12T16:50:00-07:00,2019-10-12 23:50:00+00:00,2019-10-12T16:55:00-07:00,2019-10-12 23:55:00+00:00,24793
2019-10-12T16:55:00-07:00,2019-10-12 23:55:00+00:00,2019-10-12T17:00:00-07:00,2019-10-13 00:00:00+00:00,24907
2019-10-12T17:00:00-07:00,2019-10-13 00:00:00+00:00,2019-10-12T17:05:00-07:00,2019-10-13 00:05:00+00:00,25004
2019-10-12T17:05:00-07:00,2019-10-13 00:05:00+00:00,2019-10-12T17:10:00-07:00,2019-10-13 00:10:00+00:00,25010
2019-10-12T17:10:00-07:00,2019-10-13 00:10:00+00:00,2019-10-12T17:15:00-07:00,2019-10-13 00:15:00+00:00,25074
2019-10-12T17:15:00-07:00,2019-10-13 00:15:00+00:00,2019-10-12T17:20:00-07:00,2019-10-13 00:20:00+00:00,25208
2019-10-12T17:20:00-07:00,2019-10-13 00:20:00+00:00,2019-10-12T17:25:00-07:00,2019-10-13 00:25:00+00:00,25297
2019-10-12T17:25:00-07:00,2019-10-13 00:25:00+00:00,2019-10-12T17:30:00-07:00,2019-10-13 00:30:00+00:00,25392
2019-10-12T17:30:00-07:00,2019-10-13 00:30:00+00:00,2019-10-12T17:35:00-07:00,2019-10-13 00:35:00+00:00,25496
2019-10-12T17:35:00-07:00,2019-10-13 00:35:00+00:00,2019-10-12T17:40:00-07:00,2019-10-13 00:40:00+00:00,25540
2019-10-12T17:40:00-07:00,2019-10-13 00:40:00+00:00,2019-10-12T17:45:00-07:00,2019-10-13 00:45:00+00:00,25582
2019-10-12T17:45:00-07:00,2019-10-13 00:45:00+00:00,2019-10-12T17:50:00-07:00,2019-10-13 00:50:00+00:00,25633
2019-10-12T17:50:00-07:00,2019-10-13 00:50:00+00:00,2019-10-12T17:55:00-07:00,2019-10-13 00:55:00+00:00,25686
2019-10-12T17:55:00-07:00,2019-10-13 00:55:00+00:00,2019-10-12T18:00:00-07:00,2019-10-13 01:00:00+00:00,25761
